feature_id,data_score,data_rank,cv_mean_oriented_auc,cv_sd_oriented_effect
F000001,0.052101231861607145,0.7947236180904522,0.6944444444444444,0.6735753140545634
F000002,0.0,0.3635678391959799,0.5416666666666666,0.38188130791298663
F000003,0.0,0.3635678391959799,0.5416666666666666,0.38188130791298663
F000004,0.5260506159308034,0.963819095477387,0.8472222222222221,0.33678765702728175
F000005,0.43763894448893326,0.9510050251256281,0.8055555555555556,0.34694433324435553
F000006,0.0,0.3635678391959799,0.3472222222222222,0.5672382737961704
F000007,0.21541672226671116,0.8768844221105527,0.6944444444444444,0.3469443332443555
F000008,0.18985690583578663,0.864321608040201,0.7222222222222222,0.5091750772173156
F000009,0.5260506159308034,0.963819095477387,0.8472222222222221,0.33678765702728175
F000010,0.011164549684630098,0.7346733668341708,0.5416666666666666,0.14433756729740646
F000011,0.3009680169468978,0.9133165829145728,0.7777777777777778,0.5091750772173156
F000012,0.43763894448893326,0.9510050251256281,0.8055555555555556,0.34694433324435553
F000013,0.0,0.3635678391959799,0.4305555555555555,0.42763345328724034
F000014,0.0,0.3635678391959799,0.25,0.8660254037844386
F000015,0.3009680169468978,0.9133165829145728,0.7777777777777778,0.5091750772173156
F000016,0.0,0.3635678391959799,0.6111111111111112,0.6309898162000305
F000017,0.0669872981077807,0.8050251256281407,0.75,0.8660254037844386
F000018,0.0,0.3635678391959799,0.3055555555555556,0.6735753140545634
F000019,0.0,0.3635678391959799,0.4027777777777778,0.7561476438231223
F000020,0.0,0.3635678391959799,0.2777777777777778,0.9622504486493764
F000021,0.25,0.8977386934673367,0.75,0.5
F000022,0.0,0.3635678391959799,0.25,0.5
F000023,0.25,0.8977386934673367,0.75,0.5
F000024,0.0,0.3635678391959799,0.5416666666666666,0.38188130791298663
F000025,0.0,0.3635678391959799,0.4444444444444444,1.0183501544346312
F000026,1.0,0.9987437185929648,1.0,0.0
F000027,0.25,0.8977386934673367,0.75,0.5
F000028,0.044658198738520394,0.7701005025125628,0.6666666666666666,0.5773502691896258
F000029,0.0,0.3635678391959799,0.3472222222222222,0.5672382737961704
F000030,0.0,0.3635678391959799,0.6944444444444444,0.7876359377087682
F000031,1.0,0.9987437185929648,1.0,0.0
F000032,0.18985690583578663,0.864321608040201,0.7222222222222222,0.5091750772173156
F000033,0.0,0.3635678391959799,0.4583333333333333,0.38188130791298663
F000034,0.0,0.3635678391959799,0.5416666666666666,0.38188130791298663
F000035,0.29746422645894666,0.9080402010050251,0.6805555555555556,0.1272937693043289
F000036,0.43763894448893326,0.9510050251256281,0.8055555555555556,0.34694433324435553
F000037,0.5853276880479024,0.9761306532663316,0.8888888888888888,0.3849001794597506
F000038,0.0,0.3635678391959799,0.4583333333333333,0.38188130791298663
F000039,0.18985690583578663,0.864321608040201,0.7222222222222222,0.5091750772173156
F000040,1.0,0.9987437185929648,1.0,0.0
F000041,0.0,0.3635678391959799,0.5972222222222222,0.393817968854384
F000042,0.0,0.3635678391959799,0.19444444444444442,0.3469443332443554
F000043,0.25,0.8977386934673367,0.75,0.5
F000044,0.7926638440239513,0.9952261306532664,0.9444444444444444,0.1924500897298752
F000045,0.0,0.3635678391959799,0.4027777777777778,0.6364688465216445
F000046,0.4510034825212683,0.9595477386934673,0.8194444444444444,0.3757708127352412
F000047,0.17322570474349053,0.8477386934673367,0.6805555555555556,0.37577081273524116
F000048,0.0,0.3635678391959799,0.6944444444444444,0.7876359377087682
F000049,0.0483797153000638,0.7836683417085427,0.6805555555555556,0.6254627916220946
F000050,0.0,0.3635678391959799,0.1111111111111111,0.3849001794597505
F000051,0.43763894448893326,0.9510050251256281,0.8055555555555556,0.34694433324435553
F000052,0.0,0.3635678391959799,0.3055555555555556,0.6735753140545634
F000053,0.0,0.3635678391959799,0.5833333333333334,0.7637626158259733
F000054,0.3009680169468978,0.9133165829145728,0.7777777777777778,0.5091750772173156
F000055,0.0,0.3635678391959799,0.19444444444444442,0.3469443332443554
F000056,0.43763894448893326,0.9510050251256281,0.8055555555555556,0.34694433324435553
F000057,0.25,0.8977386934673367,0.75,0.5
F000058,0.022329099369260197,0.7540201005025126,0.5833333333333334,0.2886751345948129
F000059,0.0,0.3635678391959799,0.2361111111111111,0.20971762320196524
F000060,0.22248941508981723,0.8839195979899498,0.7916666666666667,0.7216878364870323
F000061,0.0,0.3635678391959799,0.13888888888888884,0.2545875386086578
F000062,0.0,0.3635678391959799,0.3055555555555556,0.6735753140545634
F000063,0.0,0.3635678391959799,0.2222222222222222,0.769800358919501
F000064,0.5949284529178934,0.9836683417085427,0.8611111111111112,0.2545875386086578
F000065,0.0,0.3635678391959799,0.3055555555555556,0.6735753140545634
F000066,0.43763894448893326,0.9510050251256281,0.8055555555555556,0.34694433324435553
F000067,0.32312508340006674,0.9236180904522613,0.7916666666666667,0.5204164998665333
F000068,0.044658198738520394,0.7701005025125628,0.6666666666666666,0.5773502691896258
F000069,0.5949284529178934,0.9836683417085427,0.8611111111111112,0.2545875386086578
F000070,0.0,0.3635678391959799,0.4722222222222222,0.4194352464039305
F000071,0.0,0.3635678391959799,0.19444444444444442,0.3469443332443554
F000072,0.0,0.3635678391959799,0.4444444444444444,0.5357583756107198
F000073,0.0,0.3635678391959799,0.4166666666666667,0.7637626158259733
F000074,0.0,0.3635678391959799,0.1111111111111111,0.3849001794597505
F000075,0.32312508340006674,0.9236180904522613,0.7916666666666667,0.5204164998665333
F000076,0.0,0.3635678391959799,0.19444444444444442,0.3469443332443554
F000077,0.0,0.3635678391959799,0.5277777777777778,0.8221471437193746
F000078,0.0,0.3635678391959799,0.33333333333333337,0.2886751345948129
F000079,0.0,0.3635678391959799,0.25,0.5
F000080,0.6889957660359269,0.9899497487437185,0.9166666666666667,0.28867513459481287
F000081,0.18985690583578663,0.864321608040201,0.7222222222222222,0.5091750772173156
F000082,0.17322570474349053,0.8477386934673367,0.6805555555555556,0.37577081273524116
F000083,0.18985690583578663,0.864321608040201,0.7222222222222222,0.5091750772173156
F000084,0.15048400847344884,0.8346733668341708,0.6388888888888888,0.2545875386086578
F000085,0.3009680169468978,0.9133165829145728,0.7777777777777778,0.5091750772173156
F000086,0.18985690583578663,0.864321608040201,0.7222222222222222,0.5091750772173156
F000087,0.0,0.3635678391959799,0.33333333333333337,0.2886751345948129
F000088,0.0,0.3635678391959799,0.5416666666666666,0.38188130791298663
F000089,0.43763894448893326,0.9510050251256281,0.8055555555555556,0.34694433324435553
F000090,0.0,0.3635678391959799,0.5277777777777778,0.41943524640393054
F000091,0.0,0.3635678391959799,0.6111111111111112,0.693888666488711
F000092,0.0,0.3635678391959799,0.5833333333333334,0.7637626158259733
F000093,0.0,0.3635678391959799,0.13888888888888884,0.2545875386086578
F000094,0.6889957660359269,0.9899497487437185,0.9166666666666667,0.28867513459481287
F000095,0.22248941508981723,0.8839195979899498,0.7916666666666667,0.7216878364870323
F000096,0.052101231861607145,0.7947236180904522,0.6944444444444444,0.6735753140545634
F000097,0.0,0.3635678391959799,0.19444444444444442,0.3469443332443554
F000098,0.0,0.3635678391959799,0.16666666666666669,0.5773502691896258
F000099,0.0,0.3635678391959799,0.3472222222222222,0.5672382737961704
F000100,0.25,0.8977386934673367,0.75,0.5
F000101,0.6889957660359269,0.9899497487437185,0.9166666666666667,0.28867513459481287
F000102,0.0,0.3635678391959799,0.5833333333333334,0.7637626158259733
F000103,0.0,0.3635678391959799,0.29166666666666663,0.3818813079129867
F000104,0.0,0.3635678391959799,0.4444444444444444,0.1924500897298753
F000105,0.3009680169468978,0.9133165829145728,0.7777777777777778,0.5091750772173156
F000106,0.0,0.3635678391959799,0.29166666666666663,0.3818813079129867
F000107,0.0,0.3635678391959799,0.2222222222222222,0.5091750772173156
F000108,0.0,0.3635678391959799,0.19444444444444442,0.3469443332443554
F000109,0.0,0.3635678391959799,0.16666666666666669,0.5773502691896258
F000110,0.3963319220119756,0.9414572864321608,0.7222222222222222,0.09622504486493767
F000111,0.0,0.3635678391959799,0.3055555555555556,0.7876359377087682
F000112,0.18985690583578663,0.864321608040201,0.7222222222222222,0.5091750772173156
F000113,0.29746422645894666,0.9080402010050251,0.6805555555555556,0.1272937693043289
F000114,0.0,0.3635678391959799,0.5,0.0
F000115,0.0,0.3635678391959799,0.5555555555555556,0.5357583756107197
F000116,0.0,0.3635678391959799,0.3194444444444444,0.37577081273524116
F000117,0.0,0.3635678391959799,0.33333333333333337,0.2886751345948129
F000118,0.0,0.3635678391959799,0.2361111111111111,0.4110735718596873
F000119,0.0,0.3635678391959799,0.5833333333333334,0.7637626158259733
F000120,0.0,0.3635678391959799,0.5416666666666666,0.38188130791298663
F000121,0.7926638440239513,0.9952261306532664,0.9444444444444444,0.1924500897298752
F000122,0.18985690583578663,0.864321608040201,0.7222222222222222,0.5091750772173156
F000123,0.0,0.3635678391959799,0.5833333333333334,0.7637626158259733
F000124,0.18985690583578663,0.864321608040201,0.7222222222222222,0.5091750772173156
F000125,0.0,0.3635678391959799,0.5972222222222222,0.8832285053102581
F000126,0.0,0.3635678391959799,0.15277777777777773,0.33678765702728164
F000127,0.0,0.3635678391959799,0.26388888888888884,0.4110735718596873
F000128,0.0,0.3635678391959799,0.25,0.5
F000129,0.0,0.3635678391959799,0.13888888888888884,0.2545875386086578
F000130,0.0,0.3635678391959799,0.2777777777777778,0.5091750772173156
F000131,0.0,0.3635678391959799,0.16666666666666669,0.5773502691896258
F000132,0.7926638440239513,0.9952261306532664,0.9444444444444444,0.1924500897298752
F000133,0.6889957660359269,0.9899497487437185,0.9166666666666667,0.28867513459481287
F000134,0.061411169010459093,0.8010050251256281,0.6527777777777778,0.488288773090193
F000135,0.18985690583578663,0.864321608040201,0.7222222222222222,0.5091750772173156
F000136,0.0,0.3635678391959799,0.3194444444444444,0.1272937693043289
F000137,0.044658198738520394,0.7701005025125628,0.6666666666666666,0.5773502691896258
F000138,0.0,0.3635678391959799,0.3472222222222222,0.5672382737961704
F000139,0.0,0.3635678391959799,0.08333333333333331,0.28867513459481287
F000140,0.18985690583578663,0.864321608040201,0.7222222222222222,0.5091750772173156
F000141,0.3779915320718537,0.9329145728643216,0.8333333333333333,0.5773502691896258
F000142,0.0,0.3635678391959799,0.375,0.6614378277661477
F000143,0.18899576603592685,0.8522613065326633,0.6666666666666666,0.2886751345948129
F000144,0.43763894448893326,0.9510050251256281,0.8055555555555556,0.34694433324435553
F000145,0.5853276880479024,0.9761306532663316,0.8888888888888888,0.3849001794597506
F000146,0.0,0.3635678391959799,0.4444444444444444,0.1924500897298753
F000147,0.3009680169468978,0.9133165829145728,0.7777777777777778,0.5091750772173156
F000148,0.0,0.3635678391959799,0.3055555555555556,0.6735753140545634
F000149,0.0,0.3635678391959799,0.33333333333333337,0.7637626158259733
F000150,0.32224099184793414,0.9193467336683417,0.7638888888888888,0.4110735718596873
F000151,0.0,0.3635678391959799,0.041666666666666685,0.14433756729740646
F000152,0.0,0.3635678391959799,0.3611111111111111,0.2545875386086578
F000153,0.0,0.3635678391959799,0.19444444444444442,0.3469443332443554
F000154,0.0,0.3635678391959799,0.16666666666666669,0.28867513459481287
F000155,0.1564584167334001,0.842211055276382,0.7083333333333334,0.5204164998665332
