feature_id,data_score,data_rank,cv_mean_oriented_auc,cv_sd_oriented_effect
F000001,0.0,0.34723618090452263,0.6111111111111112,0.4811252243246882
F000002,0.0,0.34723618090452263,0.3472222222222222,0.488288773090193
F000003,0.0,0.34723618090452263,0.4305555555555555,0.47385339192311066
F000004,0.0,0.34723618090452263,0.6111111111111112,0.6309898162000305
F000005,0.4510034825212683,0.9756281407035176,0.8194444444444444,0.3757708127352412
F000006,0.0,0.34723618090452263,0.375,0.6614378277661477
F000007,0.0,0.34723618090452263,0.4305555555555555,0.47385339192311066
F000008,0.29746422645894666,0.9216080402010051,0.6805555555555556,0.1272937693043289
F000009,0.0,0.34723618090452263,0.5972222222222222,0.8347210667398177
F000010,0.0,0.34723618090452263,0.4861111111111111,0.2926570486903539
F000011,0.5853276880479024,0.9879396984924623,0.8888888888888888,0.3849001794597506
F000012,0.0,0.34723618090452263,0.6527777777777778,0.6684005230842202
F000013,0.0,0.34723618090452263,0.3888888888888889,0.693888666488711
F000014,0.0,0.34723618090452263,0.19444444444444442,0.3469443332443554
F000015,0.5853276880479024,0.9879396984924623,0.8888888888888888,0.3849001794597506
F000016,0.1020902318637188,0.7766331658291458,0.7083333333333334,0.6291528696058958
F000017,0.0,0.34723618090452263,0.6111111111111112,0.4811252243246882
F000018,0.0,0.34723618090452263,0.2222222222222222,0.5091750772173156
F000019,0.15048400847344884,0.8301507537688442,0.6388888888888888,0.2545875386086578
F000020,0.29746422645894666,0.9216080402010051,0.6805555555555556,0.1272937693043289
F000021,0.0,0.34723618090452263,0.5277777777777778,0.41943524640393054
F000022,0.0,0.34723618090452263,0.4166666666666667,0.2886751345948129
F000023,0.18985690583578663,0.8683417085427135,0.7222222222222222,0.5091750772173156
F000024,0.0,0.34723618090452263,0.4305555555555555,0.47385339192311066
F000025,0.0,0.34723618090452263,0.5138888888888888,0.4589642122738418
F000026,0.5949284529178934,0.9922110552763819,0.8611111111111112,0.2545875386086578
F000027,0.052101231861607145,0.742713567839196,0.6944444444444444,0.6735753140545634
F000028,0.17065537609580494,0.849748743718593,0.7777777777777777,0.769800358919501
F000029,0.0,0.34723618090452263,0.4166666666666667,0.7637626158259733
F000030,0.0,0.34723618090452263,0.2777777777777778,0.5091750772173156
F000031,0.3009680169468978,0.9314070351758794,0.7777777777777778,0.5091750772173156
F000032,0.0,0.34723618090452263,0.4722222222222222,0.8221471437193746
F000033,0.0,0.34723618090452263,0.4305555555555555,0.47385339192311066
F000034,0.125,0.7962311557788945,0.625,0.25
F000035,0.0,0.34723618090452263,0.4444444444444444,0.5357583756107198
