feature_id,data_score,data_rank,cv_mean_oriented_auc,cv_sd_oriented_effect,relevance_scaled,confidence_scaled,agreement,reliability,text_score,condition,llm_runs,text_rank,data_rank_for_hybrid,data_uncertainty_rank,adaptive_text_weight,text_priority,adaptive_consensus
F000001,0.0,0.37763819095477386,0.6111111111111112,0.5669933698743588,0.0,1.0,1.0,1.0,0.0,real,3,0.3701005025125628,0.37763819095477386,0.7228643216080402,0.3614321608040201,0.31881647559405063,0.37491382793363803
F000002,0.0,0.37763819095477386,0.34444444444444444,0.6743995957997118,0.0,1.0,1.0,1.0,0.0,real,3,0.3701005025125628,0.37763819095477386,0.8733668341708543,0.43668341708542713,0.34666700335850104,0.3743466074089038
F000003,0.0,0.37763819095477386,0.3277777777777777,0.48572206654209765,0.0,1.0,1.0,1.0,0.0,real,3,0.3701005025125628,0.37763819095477386,0.5919597989949749,0.29597989949748743,0.2945925607939193,0.3754071866872049
F000004,0.0,0.37763819095477386,0.34444444444444444,0.2694301256218254,0.0,1.0,1.0,1.0,0.0,real,3,0.3701005025125628,0.37763819095477386,0.21834170854271356,0.10917085427135678,0.2254544392818363,0.37681529506830636
F000005,0.5061741148916805,0.9889447236180905,0.8277777777777777,0.2987628813277501,0.0,1.0,1.0,1.0,0.0,real,3,0.3701005025125628,0.9889447236180905,0.2670854271356784,0.1335427135678392,0.23447447665462995,0.9063025870558825
F000006,0.0,0.37763819095477386,0.6833333333333333,0.776745346515403,0.0,1.0,1.0,1.0,0.0,real,3,0.3701005025125628,0.37763819095477386,0.9525125628140704,0.4762562814070352,0.36131294032978967,0.37404831948688166
F000007,0.0,0.37763819095477386,0.4444444444444445,0.6301087501670144,0.0,1.0,1.0,1.0,0.0,real,3,0.3701005025125628,0.37763819095477386,0.8190954773869347,0.40954773869346733,0.33662407514961745,0.37455114769829045
F000008,0.0,0.37763819095477386,0.6222222222222222,0.6012333003763859,0.0,1.0,1.0,1.0,0.0,real,3,0.3701005025125628,0.37763819095477386,0.7788944723618091,0.38944723618090454,0.3291848690689629,0.37470265902376204
F000009,0.0,0.37763819095477386,0.6111111111111112,0.5669933698743588,0.0,1.0,1.0,1.0,0.0,real,3,0.3701005025125628,0.37763819095477386,0.7228643216080402,0.3614321608040201,0.31881647559405063,0.37491382793363803
F000010,0.0,0.37763819095477386,0.18888888888888888,0.1387777332977422,0.0,1.0,1.0,1.0,0.0,real,3,0.3701005025125628,0.37763819095477386,0.062311557788944726,0.031155778894472363,0.19658102068129596,0.3774033484002929
F000011,0.5487500556000444,0.9909547738693467,0.8611111111111112,0.34694433324435553,0.0,1.0,1.0,1.0,0.0,real,3,0.3701005025125628,0.9909547738693467,0.34748743718592967,0.17374371859296484,0.24935288881593903,0.8830852440594934
F000012,0.00027795160624244364,0.7562814070351759,0.6111111111111112,0.4438885412319596,0.0,1.0,1.0,1.0,0.0,real,3,0.3701005025125628,0.7562814070351759,0.5165829145728643,0.25829145728643216,0.2806440493926921,0.6565341784298376
F000013,0.12153135748343256,0.8537688442211055,0.5944444444444444,0.13471506281091264,0.25,1.0,1.0,1.0,0.25,real,3,0.8304020100502513,0.8537688442211055,0.05552763819095478,0.02776381909547739,0.43825613620868165,0.8531200916643519
F000014,0.12925003336002672,0.8605527638190955,0.6166666666666667,0.2081665999466132,0.0,1.0,1.0,1.0,0.0,real,3,0.3701005025125628,0.8605527638190955,0.14195979899497488,0.07097989949748744,0.2113199477285927,0.8257405116032424
F000015,0.834131075219161,0.999748743718593,0.9555555555555555,0.15396007178390017,0.0,1.0,1.0,1.0,0.0,real,3,0.3701005025125628,0.999748743718593,0.0814070351758794,0.0407035175879397,0.20011464356960681,0.9741198454584481
F000016,0.015581246844306895,0.7658291457286432,0.7000000000000001,0.7688375063113864,0.0,1.0,1.0,1.0,0.0,real,3,0.3701005025125628,0.7658291457286432,0.9459798994974874,0.4729899497487437,0.3601040693416833,0.5786534746597308
F000017,0.22629658163573396,0.9201005025125628,0.7333333333333333,0.4807401700618653,0.0,1.0,1.0,1.0,0.0,real,3,0.3701005025125628,0.9201005025125628,0.5798994974874372,0.2899497487437186,0.292360798969723,0.7606281407035176
F000018,0.0,0.37763819095477386,0.37777777777777777,0.5047918529600243,0.0,1.0,1.0,1.0,0.0,real,3,0.3701005025125628,0.37763819095477386,0.6180904522613065,0.30904522613065327,0.2994280447463448,0.37530870432564833
F000019,0.0,0.37763819095477386,0.45555555555555555,0.6049181150584978,0.0,1.0,1.0,1.0,0.0,real,3,0.3701005025125628,0.37763819095477386,0.7876884422110553,0.39384422110552764,0.3308121953991061,0.37466951592131514
F000020,0.12312684125508802,0.856532663316583,0.6722222222222223,0.44263520637871306,0.0,1.0,1.0,1.0,0.0,real,3,0.3701005025125628,0.856532663316583,0.507537688442211,0.2537688442211055,0.2789702280245448,0.7330913360773719
F000021,0.0,0.37763819095477386,0.6444444444444444,0.6710963942462889,0.0,1.0,1.0,1.0,0.0,real,3,0.3701005025125628,0.37763819095477386,0.8680904522613065,0.43404522613065327,0.3456906075604152,0.3743664932703719
F000022,0.0,0.37763819095477386,0.3888888888888889,0.3288588574877498,0.25,1.0,1.0,1.0,0.25,real,3,0.8304020100502513,0.37763819095477386,0.3075376884422111,0.15376884422110554,0.5428909623494357,0.4472591601222191
F000023,0.17196987064601882,0.8874371859296483,0.6777777777777778,0.3671713698190735,0.0,1.0,1.0,1.0,0.0,real,3,0.3701005025125628,0.8874371859296483,0.3751256281407035,0.18756281407035175,0.254467342996389,0.790404061766117
F000024,0.0,0.37763819095477386,0.3222222222222222,0.5975257626555001,0.0,1.0,1.0,1.0,0.0,real,3,0.3701005025125628,0.37763819095477386,0.7655778894472361,0.3827889447236181,0.3267206320547461,0.3747528471503245
F000025,0.0,0.37763819095477386,0.33333333333333337,0.5333333333333333,0.0,1.0,1.0,1.0,0.0,real,3,0.3701005025125628,0.37763819095477386,0.65678391959799,0.328391959798995,0.3065882805989748,0.3751628746748819
F000026,0.5677124344467706,0.992462311557789,0.8500000000000001,0.264575131106459,0.0,1.0,1.0,1.0,0.0,real,3,0.3701005025125628,0.992462311557789,0.20452261306532662,0.10226130653266331,0.22289721219161132,0.9288187798287922
F000027,0.2775464301006656,0.9349246231155779,0.7388888888888889,0.40046269535422446,0.0,1.0,1.0,1.0,0.0,real,3,0.3701005025125628,0.9349246231155779,0.435678391959799,0.2178391959798995,0.26567264715537486,0.8118837908133633
