feature_id,data_score,data_rank,cv_mean_oriented_auc,cv_sd_oriented_effect,relevance_scaled,confidence_scaled,agreement,reliability,text_score,condition,llm_runs,text_rank,data_rank_for_hybrid,data_uncertainty_rank,adaptive_text_weight,text_priority,adaptive_consensus
F000001,0.0,0.3552763819095477,0.6666666666666666,0.6666666666666667,0.0,1.0,1.0,1.0,0.0,real,3,0.3701005025125628,0.3552763819095477,0.7914572864321608,0.5935929648241206,0.3315096209691675,0.36407587560920174
F000002,0.0,0.3552763819095477,0.2638888888888888,0.4110735718596873,0.0,1.0,1.0,1.0,0.0,real,3,0.3701005025125628,0.3552763819095477,0.3821608040201005,0.28662060301507536,0.2557692040605035,0.3595252802959521
F000003,0.0,0.3552763819095477,0.2638888888888888,0.4110735718596873,0.0,1.0,1.0,1.0,0.0,real,3,0.3701005025125628,0.3552763819095477,0.3821608040201005,0.28662060301507536,0.2557692040605035,0.3595252802959521
F000004,0.0,0.3552763819095477,0.5555555555555556,0.5091750772173156,0.0,1.0,1.0,1.0,0.0,real,3,0.3701005025125628,0.3552763819095477,0.5258793969849246,0.3944095477386934,0.2823643657988435,0.36112315661220673
F000005,0.4730936953723087,0.97964824120603,0.7916666666666667,0.2204792759220492,0.0,1.0,1.0,1.0,0.0,real,3,0.3701005025125628,0.97964824120603,0.11256281407035176,0.08442211055276383,0.2058800282821141,0.9281889346228629
F000006,0.1706553760958049,0.857286432160804,0.7777777777777777,0.769800358919501,0.0,1.0,1.0,1.0,0.0,real,3,0.3701005025125628,0.857286432160804,0.928894472361809,0.6966708542713568,0.3569424067574051,0.5178781943637787
F000007,0.1732257047434905,0.8650753768844222,0.6805555555555556,0.3757708127352411,0.0,1.0,1.0,1.0,0.0,real,3,0.3701005025125628,0.8650753768844222,0.3123115577889447,0.23423366834170853,0.24284358349536625,0.7491355963233253
F000008,0.1564584167334001,0.8407035175879397,0.7083333333333334,0.5204164998665332,0.0,1.0,1.0,1.0,0.0,real,3,0.3701005025125628,0.8407035175879397,0.5768844221105528,0.43266331658291457,0.29180285851367394,0.6370908562915079
F000009,0.3631054658256801,0.9542713567839196,0.7777777777777777,0.3849001794597506,0.0,1.0,1.0,1.0,0.0,real,3,0.3701005025125628,0.9542713567839196,0.35904522613065326,0.2692839195979899,0.2514916605641272,0.7969635394308224
F000010,0.0,0.3552763819095477,0.1944444444444444,0.3469443332443554,0.0,1.0,1.0,1.0,0.0,real,3,0.3701005025125628,0.3552763819095477,0.2562814070351759,0.1922110552763819,0.23247519002045403,0.35812574177419754
F000011,0.3231250834000667,0.93643216080402,0.7916666666666667,0.5204164998665333,0.0,1.0,1.0,1.0,0.0,real,3,0.3701005025125628,0.93643216080402,0.6005025125628141,0.45037688442211055,0.2961733920860584,0.6813694729931062
F000012,0.0,0.3552763819095477,0.3194444444444444,0.6254627916220946,0.0,1.0,1.0,1.0,0.0,real,3,0.3701005025125628,0.3552763819095477,0.7464824120603015,0.5598618090452261,0.3231870091664352,0.3635758408878563
F000013,0.0596870220248513,0.7846733668341709,0.6805555555555556,0.6028481781725197,0.25,1.0,1.0,1.0,0.25,real,3,0.8304020100502513,0.7846733668341709,0.7364321608040201,0.5523241206030151,0.7209683783237797,0.8099303994848615
F000014,0.0,0.3552763819095477,0.375,0.5464532103585,0.0,1.0,1.0,1.0,0.0,real,3,0.3701005025125628,0.3552763819095477,0.642462311557789,0.48184673366834174,0.3039380634327416,0.36241933600161613
F000015,0.5260506159308034,0.9871859296482411,0.8472222222222221,0.3367876570272817,0.0,1.0,1.0,1.0,0.0,real,3,0.3701005025125628,0.9871859296482411,0.2379396984924623,0.17845477386934672,0.22908105224615538,0.8770640892906745
F000016,0.4376389444889332,0.9701005025125627,0.8055555555555556,0.3469443332443555,0.0,1.0,1.0,1.0,0.0,real,3,0.3701005025125628,0.9701005025125627,0.27889447236180903,0.2091708542713568,0.2366597434408222,0.8445979899497486
F000017,0.3519409161410501,0.9477386934673366,0.736111111111111,0.2405626121623441,0.0,1.0,1.0,1.0,0.0,real,3,0.3701005025125628,0.9477386934673366,0.13442211055276382,0.10081658291457286,0.20992509658847,0.8895031848943209
F000018,0.0,0.3552763819095477,0.2638888888888888,0.4110735718596873,0.0,1.0,1.0,1.0,0.0,real,3,0.3701005025125628,0.3552763819095477,0.3821608040201005,0.28662060301507536,0.2557692040605035,0.3595252802959521
F000019,0.1504840084734488,0.8311557788944723,0.6388888888888888,0.2545875386086578,0.0,1.0,1.0,1.0,0.0,real,3,0.3701005025125628,0.8311557788944723,0.15100502512562813,0.1132537688442211,0.21299376909673998,0.7789395311987071
F000020,0.1666666666666666,0.8492462311557789,0.6666666666666666,0.3333333333333333,0.0,1.0,1.0,1.0,0.0,real,3,0.3701005025125628,0.8492462311557789,0.2020100502512563,0.15150753768844222,0.22243226181157041,0.7766520416151107
F000021,0.0,0.3552763819095477,0.6666666666666666,0.6666666666666667,0.0,1.0,1.0,1.0,0.0,real,3,0.3701005025125628,0.3552763819095477,0.7914572864321608,0.5935929648241206,0.3315096209691675,0.36407587560920174
F000022,0.0,0.3552763819095477,0.4861111111111111,0.2926570486903539,0.25,1.0,1.0,1.0,0.25,real,3,0.8304020100502513,0.3552763819095477,0.18266331658291457,0.13699748743718593,0.49104299765157444,0.4203673991818388
F000023,0.0,0.3552763819095477,0.6666666666666666,0.6666666666666667,0.0,1.0,1.0,1.0,0.0,real,3,0.3701005025125628,0.3552763819095477,0.7914572864321608,0.5935929648241206,0.3315096209691675,0.36407587560920174
F000024,0.0,0.3552763819095477,0.2083333333333333,0.5204164998665333,0.0,1.0,1.0,1.0,0.0,real,3,0.3701005025125628,0.3552763819095477,0.6005025125628141,0.45037688442211055,0.2961733920860584,0.3619528231610313
F000025,0.0,0.3552763819095477,0.375,0.6614378277661477,0.0,1.0,1.0,1.0,0.0,real,3,0.3701005025125628,0.3552763819095477,0.7658291457286432,0.5743718592964824,0.3267671270927502,0.3637909396227368
F000026,0.1898569058357866,0.8753768844221106,0.7222222222222222,0.5091750772173156,0.0,1.0,1.0,1.0,0.0,real,3,0.3701005025125628,0.8753768844221106,0.5258793969849246,0.3944095477386934,0.2823643657988435,0.6760910551501225
