feature_id,data_score,data_rank,cv_mean_oriented_auc,cv_sd_oriented_effect,relevance_scaled,confidence_scaled,agreement,reliability,text_score,condition,llm_runs,text_rank,data_rank_for_hybrid,data_uncertainty_rank,adaptive_text_weight,text_priority,adaptive_consensus
F000001,0.0,0.3552763819095477,0.6666666666666666,0.6666666666666667,0.0,1.0,1.0,1.0,0.0,real,3,0.3701005025125628,0.3552763819095477,0.7914572864321608,0.3957286432160804,0.3315096209691675,0.3611427110426504
F000002,0.0,0.3552763819095477,0.2638888888888888,0.4110735718596873,0.0,1.0,1.0,1.0,0.0,real,3,0.3701005025125628,0.3552763819095477,0.3821608040201005,0.19108040201005025,0.2557692040605035,0.3581089808338173
F000003,0.0,0.3552763819095477,0.2638888888888888,0.4110735718596873,0.0,1.0,1.0,1.0,0.0,real,3,0.3701005025125628,0.3552763819095477,0.3821608040201005,0.19108040201005025,0.2557692040605035,0.3581089808338173
F000004,0.0,0.3552763819095477,0.5555555555555556,0.5091750772173156,0.0,1.0,1.0,1.0,0.0,real,3,0.3701005025125628,0.3552763819095477,0.5258793969849246,0.2629396984924623,0.2823643657988435,0.35917423171132035
F000005,0.4730936953723087,0.97964824120603,0.7916666666666667,0.2204792759220492,0.0,1.0,1.0,1.0,0.0,real,3,0.3701005025125628,0.97964824120603,0.11256281407035176,0.05628140703517588,0.2058800282821141,0.9453420368172519
F000006,0.1706553760958049,0.857286432160804,0.7777777777777777,0.769800358919501,0.0,1.0,1.0,1.0,0.0,real,3,0.3701005025125628,0.857286432160804,0.928894472361809,0.4644472361809045,0.3569424067574051,0.6310142736294538
F000007,0.1732257047434905,0.8650753768844222,0.6805555555555556,0.3757708127352411,0.0,1.0,1.0,1.0,0.0,real,3,0.3701005025125628,0.8650753768844222,0.3123115577889447,0.15615577889447235,0.24284358349536625,0.787782189843691
F000008,0.1564584167334001,0.8407035175879397,0.7083333333333334,0.5204164998665332,0.0,1.0,1.0,1.0,0.0,real,3,0.3701005025125628,0.8407035175879397,0.5768844221105528,0.2884422110552764,0.29180285851367394,0.7049617433903184
F000009,0.3631054658256801,0.9542713567839196,0.7777777777777777,0.3849001794597506,0.0,1.0,1.0,1.0,0.0,real,3,0.3701005025125628,0.9542713567839196,0.35904522613065326,0.17952261306532663,0.2514916605641272,0.8493994785485215
F000010,0.0,0.3552763819095477,0.1944444444444444,0.3469443332443554,0.0,1.0,1.0,1.0,0.0,real,3,0.3701005025125628,0.3552763819095477,0.2562814070351759,0.12814070351758794,0.23247519002045403,0.35717595515264766
