feature_id,data_score,data_rank,cv_mean_oriented_auc,cv_sd_oriented_effect
F000001,0.0,0.37763819095477386,0.6111111111111112,0.5669933698743588
F000002,0.0,0.37763819095477386,0.34444444444444444,0.6743995957997118
F000003,0.0,0.37763819095477386,0.3277777777777777,0.48572206654209765
F000004,0.0,0.37763819095477386,0.34444444444444444,0.2694301256218254
F000005,0.5061741148916805,0.9889447236180905,0.8277777777777777,0.2987628813277501
F000006,0.0,0.37763819095477386,0.6833333333333333,0.776745346515403
F000007,0.0,0.37763819095477386,0.4444444444444445,0.6301087501670144
F000008,0.0,0.37763819095477386,0.6222222222222222,0.6012333003763859
F000009,0.0,0.37763819095477386,0.6111111111111112,0.5669933698743588
F000010,0.0,0.37763819095477386,0.18888888888888888,0.1387777332977422
F000011,0.5487500556000444,0.9909547738693467,0.8611111111111112,0.34694433324435553
F000012,0.00027795160624244364,0.7562814070351759,0.6111111111111112,0.4438885412319596
F000013,0.12153135748343256,0.8537688442211055,0.5944444444444444,0.13471506281091264
F000014,0.12925003336002672,0.8605527638190955,0.6166666666666667,0.2081665999466132
F000015,0.834131075219161,0.999748743718593,0.9555555555555555,0.15396007178390017
F000016,0.015581246844306895,0.7658291457286432,0.7000000000000001,0.7688375063113864
F000017,0.22629658163573396,0.9201005025125628,0.7333333333333333,0.4807401700618653
F000018,0.0,0.37763819095477386,0.37777777777777777,0.5047918529600243
F000019,0.0,0.37763819095477386,0.45555555555555555,0.6049181150584978
F000020,0.12312684125508802,0.856532663316583,0.6722222222222223,0.44263520637871306
F000021,0.0,0.37763819095477386,0.6444444444444444,0.6710963942462889
F000022,0.0,0.37763819095477386,0.3888888888888889,0.3288588574877498
F000023,0.17196987064601882,0.8874371859296483,0.6777777777777778,0.3671713698190735
F000024,0.0,0.37763819095477386,0.3222222222222222,0.5975257626555001
F000025,0.0,0.37763819095477386,0.33333333333333337,0.5333333333333333
F000026,0.5677124344467706,0.992462311557789,0.8500000000000001,0.264575131106459
F000027,0.2775464301006656,0.9349246231155779,0.7388888888888889,0.40046269535422446
F000028,0.2535898384862245,0.9281407035175879,0.8,0.6928203230275509
F000029,0.08011545959242994,0.8183417085427136,0.7111111111111111,0.6842135252595846
F000030,0.0,0.37763819095477386,0.3222222222222222,0.3150543750835072
F000031,0.48165961005987823,0.9854271356783919,0.8611111111111112,0.4811252243246881
F000032,0.0,0.37763819095477386,0.3833333333333333,0.6489307444643929
F000033,0.0,0.37763819095477386,0.29999999999999993,0.6429100507328637
F000034,0.0,0.37763819095477386,0.3111111111111111,0.7581654270769769
F000035,0.0,0.37763819095477386,0.3055555555555556,0.2834966849371794
F000036,0.0,0.37763819095477386,0.6222222222222222,0.6012333003763859
F000037,0.1527920966003969,0.8758793969849247,0.7111111111111111,0.5388602512436507
F000038,0.0,0.37763819095477386,0.2,0.48074017006186526
F000039,0.0,0.37763819095477386,0.42777777777777776,0.6866450913546834
F000040,0.7605573951636584,0.9989949748743718,0.9222222222222223,0.1677740985615722
F000041,0.0,0.37763819095477386,0.3388888888888889,0.724441036120135
F000042,0.05679267422780554,0.7982412060301508,0.6777777777777778,0.5975257626555002
F000043,0.27272797031217405,0.9336683417085427,0.7277777777777777,0.365655170486763
F000044,0.834131075219161,0.999748743718593,0.9555555555555555,0.15396007178390017
F000045,0.0,0.37763819095477386,0.5555555555555556,0.5047918529600243
F000046,0.1705929199281742,0.8854271356783919,0.7277777777777777,0.5699252712547627
F000047,0.06418514058179639,0.807286432160804,0.6166666666666667,0.338296385503074
F000048,0.0,0.37763819095477386,0.4888888888888889,0.6158402871356008
F000049,0.0,0.37763819095477386,0.6333333333333333,0.7512951779723097
F000050,0.00767679976384239,0.7628140703517587,0.5833333333333333,0.3179797338056485
F000051,0.0,0.37763819095477386,0.6277777777777778,0.6466437567533984
F000052,0.0,0.37763819095477386,0.4222222222222222,0.5551109331909686
F000053,0.0,0.37763819095477386,0.4722222222222222,0.4992587097480216
F000054,0.42361657926236057,0.9796482412060301,0.8,0.3527668414752788
F000055,0.0,0.37763819095477386,0.3611111111111111,0.09622504486493767
F000056,0.3645940724502976,0.9650753768844221,0.7833333333333333,0.40414518843273806
F000057,0.0,0.37763819095477386,0.5944444444444444,0.40046269535422446
F000058,0.0,0.37763819095477386,0.29999999999999993,0.40551750201988135
F000059,0.0,0.37763819095477386,0.09999999999999992,0.17638342073763932
F000060,0.0,0.37763819095477386,0.39444444444444443,0.46706332348852675
F000061,0.24724747683480527,0.9256281407035176,0.7,0.3055050463303894
F000062,0.011333422293404505,0.7638190954773869,0.6444444444444444,0.5551109331909687
F000063,0.0,0.37763819095477386,0.27222222222222225,0.2501851166488378
F000064,0.0,0.37763819095477386,0.6166666666666667,0.8452481555403978
F000065,0.0,0.37763819095477386,0.3055555555555556,0.2834966849371794
F000066,0.004786451314965967,0.7600502512562815,0.7333333333333333,0.9237604307034013
F000067,0.0,0.37763819095477386,0.4166666666666667,0.3179797338056486
F000068,0.12925003336002672,0.8605527638190955,0.6166666666666667,0.2081665999466132
F000069,0.36310546582568015,0.963819095477387,0.7777777777777777,0.3849001794597506
F000070,0.0,0.37763819095477386,0.47777777777777775,0.2694301256218254
F000071,0.0,0.37763819095477386,0.32777777777777783,0.46228097917143823
F000072,0.0,0.37763819095477386,0.4111111111111111,0.743365719274566
F000073,0.0,0.37763819095477386,0.34444444444444444,0.4822785425380157
F000074,0.0020915355602075802,0.7587939698492462,0.6333333333333333,0.5291502622129182
F000075,0.0,0.37763819095477386,0.5444444444444444,0.21430335024428784
F000076,0.0,0.37763819095477386,0.29999999999999993,0.37118429085533483
F000077,0.17059291992817427,0.8861809045226131,0.7277777777777777,0.5699252712547626
F000078,0.0020915355602075802,0.7587939698492462,0.6333333333333333,0.5291502622129182
F000079,0.0,0.37763819095477386,0.28888888888888886,0.2775554665954844
F000080,0.29680776086682314,0.9432160804020101,0.7555555555555555,0.4286067004885758
F000081,0.0,0.37763819095477386,0.6611111111111111,0.8002314480013707
F000082,0.2491289352083673,0.9271356783919598,0.7222222222222222,0.39063101847215437
F000083,0.0,0.37763819095477386,0.3111111111111111,0.20367003088692623
F000084,0.0,0.37763819095477386,0.41666666666666663,0.5487359211051442
